 I  J	QI  QM	QL  CP	DS7	DS9
           2           7  -3.9940663674324606        2.5429387182193824E-002  -6.6767197321566482E-002   1.9532578233309131E-002  -5.0493428398713784E-002 -0.99872439325799178     
           3           7  -3.9902281707849148        2.8568768077806214E-002  -8.7613880762817162E-002  -1.1132891490890695E-002  -6.6565594965157363E-002 -0.99778205113488305     
           4           7  -3.9768016358077283        2.8282428154962940E-002  -6.3987440769041143E-002  -1.0484585059521712E-003 -0.10481181543066807      -0.99449207304338405     
           5           7  -3.8766519927330658        1.9818904455166819E-002  0.52620992981991699       0.31021468915997186      -0.24400978966411499      -0.96977276851233263     
           6           7   3.9903044658206119       -7.2179045451837261E-003  0.84636853752314500      -0.47478744058832478       -7.2121013081305987E-002  0.99739588903911469     
           7           7   3.9898227736529939       -2.0903905123485316E-002  0.32274485344862408      -0.18297973278814811        6.9254652389684312E-002  0.99759901419477348     
           8           7   3.9759840398384876       -3.2892467031046174E-002  0.14609084490230526       -9.2124553054234559E-002  0.10749186653181832       0.99420596388751648     
           9           7   3.9684784588270112       -3.5683549396668679E-002   2.0694683821010570E-002  -4.9429414331828514E-002  0.12348390271812117       0.99234657543093363     
          10           7   3.9642254020568246       -3.2300027054671165E-002  -5.8864774541172629E-002  -5.9322753318083121E-002  0.13171574367836331       0.99128752784812935     
           1           8  -3.9956225330122490        3.7104031181547176E-002  -3.4660205869220646E-002   6.0727952327979992E-002  -4.2202661813328490E-002 -0.99910907079050681     
           2           8  -3.9940663674324606        4.0668246699051704E-002  -5.8357289283128534E-002   1.3092237550006797E-002  -5.0493428398713791E-002 -0.99872439325799189     
           3           8  -3.9902281707849148        4.5062465821669673E-002  -8.3792050553218159E-002  -1.4681117296614338E-002  -6.6565594965157376E-002 -0.99778205113488316     
           4           8  -3.9768016358077283        4.6143392534082450E-002  -7.5870049174007109E-002  -1.0417118374201506E-002 -0.10481181543066807      -0.99449207304338416     
           5           8  -3.8766519927330658        3.5395613650217893E-002  0.43871182754236182       0.27132429392250723      -0.24400978966411505      -0.96977276851233274     
           6           8   3.9903044658206119       -1.1014069216428692E-002  0.74489490881903886      -0.41232022946435781       -7.2121013081305987E-002  0.99739588903911480     
           7           8   3.9898227736529939       -3.4709564317024474E-002  0.28487347793765649      -0.15934689816985809        6.9254652389684312E-002  0.99759901419477359     
           8           8   3.9759840398384876       -5.2447873743330251E-002  0.12858105612329829       -7.7574889804077340E-002  0.10749186653181832       0.99420596388751659     
           9           8   3.9684784588270112       -5.7266828064236115E-002   2.1338836022176181E-002  -3.8376098890332500E-002  0.12348390271812118       0.99234657543093363     
          10           8   3.9642254020568246       -5.2825283130556351E-002  -4.6211379770674042E-002  -4.4094286801184449E-002  0.13171574367836331       0.99128752784812935     
           1           9  -3.9956225330122490        4.8542056538259951E-002  -2.4280488337293217E-002   4.1386031764079637E-002  -4.2202661813328490E-002 -0.99910907079050681     
           2           9  -3.9940663674324606        5.2360503354783441E-002  -4.9179614710467938E-002   5.2931759913547316E-003  -5.0493428398713784E-002 -0.99872439325799189     
           3           9  -3.9902281707849148        5.3369987138350158E-002  -7.7822603747588939E-002  -1.8259262839871823E-002  -6.6565594965157376E-002 -0.99778205113488327     
           4           9  -3.9768016358077283        5.2823138682055501E-002  -8.5329931140024601E-002  -1.9600499352316975E-002 -0.10481181543066807      -0.99449207304338416     
           5           9  -3.8766519927330658        4.7736446131018975E-002  0.31459006142577312       0.21450826964839007      -0.24400978966411502      -0.96977276851233285     
           6           9   3.9903044658206119       -1.6606238335548588E-002  0.58681102603089985      -0.31782780678527539       -7.2121013081305987E-002  0.99739588903911469     
           7           9   3.9898227736529939       -4.4495906799315268E-002  0.23126723917826938      -0.12654564083325814        6.9254652389684326E-002  0.99759901419477359     
           8           9   3.9759840398384876       -6.0180557514199221E-002  0.10575138642772128       -5.9228565532673610E-002  0.10749186653181832       0.99420596388751648     
           9           9   3.9684784588270112       -6.6510033759285117E-002   1.9860635534356418E-002  -2.4565613233821101E-002  0.12348390271812118       0.99234657543093363     
          10           9   3.9642254020568246       -6.6007853574470768E-002  -3.3172982703785360E-002  -2.3738061973376426E-002  0.13171574367836331       0.99128752784812946     
           1          10  -3.9956225330122490        2.6481577990042571E-002  -1.2572679520370111E-002   2.4793402567470452E-002  -4.2202661813328497E-002 -0.99910907079050681     
           2          10  -3.9940663674324606        2.8505600263943429E-002  -4.7687901129627265E-002  -5.0340703239032114E-003  -5.0493428398713791E-002 -0.99872439325799189     
           3          10  -3.9902281707849148        2.7156582923774167E-002  -8.2964713568444287E-002  -2.6636200784265582E-002  -6.6565594965157390E-002 -0.99778205113488327     
           4          10  -3.9768016358077283        2.5630204018373046E-002  -8.8307789254338687E-002  -2.5186653772957340E-002 -0.10481181543066809      -0.99449207304338416     
           5          10  -3.8766519927330658        2.5807794020593054E-002  0.18165640245569095       0.15132518657042315      -0.24400978966411502      -0.96977276851233252     
